original_sample_id	ms_container_id	extraction_container_id	original_sample_container_id	qfield_project	profile_mode	field_collector_fullname	field_taxon_name	field_latitude	field_longitude	field_comment_eco	field_weather	field_sample_name	field_geometry_coordinates	field_date	extraction_dried_weight	extraction_solvent_volume	extraction_dried_weight_unit_symbol	extraction_solvent_volume_unit_symbol	extraction_method_method_name	aliquot_aliquot_volume	aliquot_volume_unit_symbol	ms_filename	ms_injection_volume	ms_injection_volume_unit_symbol	ms_injection_method_method_name	ms_instrument_instrument_id	ms_instrument_model_instrument_model	ms_instrument_location_room_name	watcher_exact_filename_match
meda_158				medicin_alps		Loic Chalmandrier	Patzkea paniculata	6.4191375	45.039913				[6.419137243759749, 45.03991487125532]	20250624145932															
meda_159				medicin_alps		Loic Chalmandrier		6.4191546	45.03994	Com 274			[6.419154463631179, 45.03994052510282]	20250624150313															
meda_000176		meda_000176_01	meda_000176	medicin_alps		Lysandre Journiac	Bistorta vivipara	6.419225	45.04002				[6.419225395620599, 45.04002007343723]	20250624103551	18.5	1	mg	ml	MeOH/H2O 70										
meda_000177		meda_000177_01	meda_000177	medicin_alps		Lysandre Journiac		6.419225	45.04002	Com 176			[6.419225395620599, 45.04002007343723]	20250624103840	20.1	1	mg	ml	MeOH/H2O 70										
meda_000178		meda_000178_01	meda_000178	medicin_alps		Lysandre Journiac	Bistorta vivipara	6.419433	45.039856				[6.419433333333333, 45.03985499999997]	20250624104548	19	1	mg	ml	MeOH/H2O 70										
meda_000179 lo				medicin_alps		Lysandre Journiac		6.4194183	45.03983				[6.419418333333334, 45.03982833333333]	20250624104718															
meda_000180		meda_000180_01	meda_000180	medicin_alps		Lysandre Journiac	Bistorta vivipara	6.419365	45.039845				[6.419364999999998, 45.03984333333332]	20250624105132	18	1	mg	ml	MeOH/H2O 70										
meda_000181		meda_000181_01	meda_000181	medicin_alps		Lysandre Journiac		6.41937	45.039856				[6.419369999999999, 45.03985666666665]	20250624105332	20.8	1	mg	ml	MeOH/H2O 70										
meda_000182		meda_000182_01	meda_000182	medicin_alps		Lysandre Journiac	Bistorta vivipara	6.419355	45.039886				[6.419354999999999, 45.03988499999999]	20250624110105	20.4	1	mg	ml	MeOH/H2O 70										
meda_000183		meda_000183_01	meda_000183	medicin_alps		Lysandre Journiac		6.41935	45.03988	Com 182			[6.419349999999999, 45.03987833333332]	20250624110242	20.8	1	mg	ml	MeOH/H2O 70										
meda_000184		meda_000184_01	meda_000184	medicin_alps		Lysandre Journiac	Bistorta vivipara	6.419258	45.039883				[6.419258333333333, 45.03988166666666]	20250624110812	18.6	1	mg	ml	MeOH/H2O 70										
meda_000185		meda_000185_01	meda_000185	medicin_alps		Lysandre Journiac		6.419295	45.03986	Com 184			[6.419294999999998, 45.039858333333314]	20250624110914	20.5		mg												
meda_000185		meda_000185_02	meda_000185	medicin_alps		Lysandre Journiac		6.419295	45.03986	Com 184			[6.419294999999998, 45.039858333333314]	20250624110914	20.5	1	mg	ml	MeOH/H2O 70										
meda_000186		meda_000186_01	meda_000186	medicin_alps		Lysandre Journiac	Bistorta vivipara	6.4193335	45.03989				[6.419333333333332, 45.03989166666665]	20250624111357	22	1	mg	ml	MeOH/H2O 70										
meda_000187		meda_000187_01	meda_000187	medicin_alps		Lysandre Journiac		6.41932	45.03992	Com 186			[6.419320000000001, 45.03992166666666]	20250624111521	18.5	1	mg	ml	MeOH/H2O 70										
meda_000188		meda_000188_01	meda_000188	medicin_alps		Lysandre Journiac	Bistorta vivipara	6.419215	45.039886				[6.419215, 45.03988666666665]	20250624112434	19.7	1	mg	ml	MeOH/H2O 70										
meda_000189oo				medicin_alps		Lysandre Journiac		6.4192333	45.039906	Com 188			[6.419233333333333, 45.03990666666665]	20250624112612															
meda_000190o				medicin_alps		Lysandre Journiac	Bistorta vivipara	6.4192567	45.039917				[6.419256666666666, 45.0399183333333]	20250624113009															
meda_000191		meda_000191_01	meda_000191	medicin_alps		Lysandre Journiac		6.4192567	45.039917	Com 190			[6.419256666666666, 45.0399183333333]	20250624113140	19.2	1	mg	ml	MeOH/H2O 70										
meda_000192		meda_000192_01	meda_000192	medicin_alps		Lysandre Journiac	Bistorta vivipara	6.419153	45.039913				[6.419153333333333, 45.03991166666665]	20250624113944	20.7	1	mg	ml	MeOH/H2O 70										
meda_000193		meda_000193_01	meda_000193	medicin_alps		Lysandre Journiac		6.419152	45.039925	Com 192			[6.419151666666666, 45.03992333333333]	20250624114140	18.8	1	mg	ml	MeOH/H2O 70										
meda_000194		meda_000194_01	meda_000194	medicin_alps		Lysandre Journiac	Bistorta vivipara	6.41916	45.03994				[6.41916, 45.03994]	20250624114623	21.4	1	mg	ml	MeOH/H2O 70										
meda_000195		meda_000195_01	meda_000195	medicin_alps		Lysandre Journiac		6.4191484	45.039963	Com 194			[6.419148333333334, 45.03996166666667]	20250624114728	20	1	mg	ml	MeOH/H2O 70										
meda_000216		meda_000216_01	meda_000216	medicin_alps		Lysandre Journiac	Bistorta vivipara	6.4190764	45.039917	Vieille bistorte 			[6.419076666666665, 45.03991666666666]	20250624121309	20.1	1	mg	ml	MeOH/H2O 70										
meda_000217		meda_000217_01	meda_000217	medicin_alps		Lysandre Journiac		6.4190965	45.039955	Com 216			[6.419096666666666, 45.03995499999999]	20250624121439	19.4	1	mg	ml	MeOH/H2O 70										
meda_000218		meda_000218_01	meda_000218	medicin_alps		Lysandre Journiac	Bistorta vivipara	6.4191184	45.039963				[6.419118333333334, 45.03996166666667]	20250624122226	21.5	1	mg	ml	MeOH/H2O 70										
meda_000219		meda_000219_01	meda_000219	medicin_alps		Lysandre Journiac		6.419143	45.039978	Com 218			[6.419143333333332, 45.03997666666667]	20250624122349	21.5	1	mg	ml	MeOH/H2O 70										
meda_000220		meda_000220_01	meda_000220	medicin_alps		Lysandre Journiac	Bistorta vivipara	6.419085	45.03993				[6.419084999999997, 45.03992999999999]	20250624122914	19.2	1	mg	ml	MeOH/H2O 70										
meda_000221		meda_000221_01	meda_000221	medicin_alps		Lysandre Journiac		6.4190764	45.039913	Com 220			[6.419076666666665, 45.03991166666664]	20250624123048	22	1	mg	ml	MeOH/H2O 70										
meda_000222		meda_000222_01	meda_000222	medicin_alps		Lysandre Journiac	Bistorta vivipara	6.4190784	45.04001				[6.419078333333331, 45.0400083333333]	20250624123619	20	1	mg	ml	MeOH/H2O 70										
meda_000223		meda_000223_01	meda_000223	medicin_alps		Lysandre Journiac		6.4191165	45.04002	Com 222			[6.419116666666667, 45.04001833333334]	20250624123825	19.3	1	mg	ml	MeOH/H2O 70										
meda_000224		meda_000224_01	meda_000224	medicin_alps		Lysandre Journiac	Bistorta vivipara	6.4190035	45.04004				[6.419003333333334, 45.0400383333333]	20250624124408	18.7	1	mg	ml	MeOH/H2O 70										
meda_000225		meda_000225_01	meda_000225	medicin_alps		Lysandre Journiac		6.41905	45.040035	Com 224			[6.41905, 45.04003499999999]	20250624124546	21.4	1	mg	ml	MeOH/H2O 70										
meda_000226		meda_000226_01	meda_000226	medicin_alps		Lysandre Journiac	Bistorta vivipara	6.41905	45.04004				[6.419049999999997, 45.040038333333314]	20250624125231	19		mg												
meda_000226		meda_000226_02	meda_000226	medicin_alps		Lysandre Journiac	Bistorta vivipara	6.41905	45.04004				[6.419049999999997, 45.040038333333314]	20250624125231	18.6	1	mg	ml	MeOH/H2O 70										
meda_000227		meda_000227_01	meda_000227	medicin_alps		Lysandre Journiac		6.419055	45.04006	Com 226			[6.419054999999999, 45.04005833333333]	20250624125416	20.4	1	mg	ml	MeOH/H2O 70										
meda_000228		meda_000228_01	meda_000228	medicin_alps		Lysandre Journiac	Bistorta vivipara	6.41925	45.039944				[6.419249999999999, 45.03994499999999]	20250624130101	21.8	1	mg	ml	MeOH/H2O 70										
meda_000229		meda_000229_01	meda_000229	medicin_alps		Lysandre Journiac		6.4192233	45.039925	Com 228			[6.419223333333334, 45.03992499999997]	20250624130314	20.7	1	mg	ml	MeOH/H2O 70										
meda_000230		meda_000230_01	meda_000230	medicin_alps		Lysandre Journiac	Bistorta vivipara	6.41906	45.04005				[6.41906, 45.04005]	20250624130918	19	1	mg	ml	MeOH/H2O 70										
meda_000231		meda_000231_01	meda_000231	medicin_alps		Lysandre Journiac		6.4190884	45.04005	Com 230			[6.419088333333331, 45.04004999999999]	20250624131107	18.7	1	mg	ml	MeOH/H2O 70										
meda_000232		meda_000232_01	meda_000232	medicin_alps		Lysandre Journiac	Bistorta vivipara	6.4193335	45.039886				[6.419333333333333, 45.03988666666665]	20250624131701	20.7	1	mg	ml	MeOH/H2O 70										
meda_000233		meda_000233_01	meda_000233	medicin_alps		Lysandre Journiac		6.419345	45.0399	Com 232			[6.419345000000001, 45.03989999999999]	20250624131853	19.3	1	mg	ml	MeOH/H2O 70										
meda_000234		meda_000234_01	meda_000234	medicin_alps		Lysandre Journiac	Bistorta vivipara	6.419317	45.03996				[6.419316666666664, 45.03996]	20250624132403	18.5	1	mg	ml	MeOH/H2O 70										
meda_000235		meda_000235_01	meda_000235	medicin_alps		Lysandre Journiac		6.419347	45.039978	Com 234			[6.419346666666668, 45.03997666666667]	20250624132526	21.9	1	mg	ml	MeOH/H2O 70										
meda_000294		meda_000294_01	meda_000294	medicin_alps		Lysandre Journiac	Patzkea paniculata	6.41934	45.03993				[6.419339999999998, 45.039928333333314]	20250624135400	20.5	1	mg	ml	MeOH/H2O 70										
meda_000295		meda_000295_01	meda_000295	medicin_alps		Lysandre Journiac		6.419347	45.03992	Com 294			[6.419346666666667, 45.03992166666666]	20250624135536	18.4	1	mg	ml	MeOH/H2O 70										
meda_000292		meda_000292_01	meda_000292	medicin_alps		Lysandre Journiac	Patzkea paniculata	6.4193335	45.039906				[6.419333333333332, 45.03990666666664]	20250624135935	19.7	1	mg	ml	MeOH/H2O 70										
meda_000293		meda_000293_01	meda_000293	medicin_alps		Lysandre Journiac		6.419325	45.039886	Com 292			[6.419325000000001, 45.03988833333332]	20250624140101	21.5	1	mg	ml	MeOH/H2O 70										
meda_000290		meda_000290_01	meda_000290	medicin_alps		Lysandre Journiac	Patzkea paniculata	6.4192333	45.039967				[6.419233333333333, 45.039965]	20250624140528	19.7	1	mg	ml	MeOH/H2O 70										
meda_000291		meda_000291_01	meda_000291	medicin_alps		Lysandre Journiac		6.4192333	45.039967	Com 290			[6.419233333333333, 45.039965]	20250624140641	21.6	1	mg	ml	MeOH/H2O 70										
meda_000288		meda_000288_01	meda_000288	medicin_alps		Lysandre Journiac	Patzkea paniculata	6.4192367	45.03992				[6.419236666666664, 45.03992166666666]	20250624141143	20.9	1	mg	ml	MeOH/H2O 70										
meda_000289		meda_000289_01	meda_000289	medicin_alps		Lysandre Journiac		6.4192433	45.039925	Com 288			[6.419243333333332, 45.03992333333332]	20250624141258	18.4	1	mg	ml	MeOH/H2O 70	40	µl								
meda_000286		meda_000286_01	meda_000286	medicin_alps		Lysandre Journiac	Patzkea paniculata	6.4190884	45.040012				[6.419088333333335, 45.040011666666665]	20250624141748	20.2	1	mg	ml	MeOH/H2O 70										
meda_000287		meda_000287_01	meda_000287	medicin_alps		Lysandre Journiac		6.41905	45.040047	Com 286			[6.41905, 45.04004666666668]	20250624141912	19.1	1	mg	ml	MeOH/H2O 70										
meda_000284		meda_000284_01	meda_000284	medicin_alps		Lysandre Journiac	Patzkea paniculata	6.41901	45.040016				[6.419009999999998, 45.040016666666666]	20250624142507	18.5	1	mg	ml	MeOH/H2O 70										
meda_000285		meda_000285_01	meda_000285	medicin_alps		Lysandre Journiac		6.41901	45.040016	Com 284			[6.419009999999998, 45.040016666666666]	20250624142656	18.3	1	mg	ml	MeOH/H2O 70										
meda_000282		meda_000282_01	meda_000282	medicin_alps		Lysandre Journiac	Patzkea paniculata	6.4190183	45.04003				[6.419018333333336, 45.04003333333333]	20250624143207	20.1	1	mg	ml	MeOH/H2O 70										
meda_000283		meda_000283_01	meda_000283	medicin_alps		Lysandre Journiac		6.4190183	45.04003	Com 282			[6.419018333333336, 45.04003333333333]	20250624143344	19.4	1	mg	ml	MeOH/H2O 70										
meda_000280		meda_000280_01	meda_000280	medicin_alps		Lysandre Journiac	Patzkea paniculata	6.419113	45.04001				[6.419113333333334, 45.04000666666666]	20250624143928	18.9	1	mg	ml	MeOH/H2O 70										
meda_000281		meda_000281_01	meda_000281	medicin_alps		Lysandre Journiac		6.419113	45.04001	Com 280			[6.419113333333334, 45.04000666666666]	20250624144046	18.5	1	mg	ml	MeOH/H2O 70										
meda_000278		meda_000278_01	meda_000278	medicin_alps		Lysandre Journiac	Patzkea paniculata	6.4190917	45.039974				[6.419091666666662, 45.03997333333332]	20250624144552	19.8	1	mg	ml	MeOH/H2O 70										
meda_000279		meda_000279_01	meda_000279	medicin_alps		Lysandre Journiac		6.4190917	45.039974	Com 278			[6.419091666666662, 45.03997333333332]	20250624144742	20.2	1	mg	ml	MeOH/H2O 70	40	µl								
meda_000276		meda_000276_01	meda_000276	medicin_alps		Lysandre Journiac	Patzkea paniculata	6.4191165	45.039932				[6.419116666666667, 45.03993333333332]	20250624145423	19.1	1	mg	ml	MeOH/H2O 70										
meda_000277		meda_000277_01	meda_000277	medicin_alps		Lysandre Journiac		6.4191165	45.039932	Com 276			[6.419116666666667, 45.03993333333332]	20250624145556	18.4	1	mg	ml	MeOH/H2O 70										
meda_160				medicin_alps		Lysandre Journiac	Carex sempervirens 	6.4193625	45.039806				[6.419362698379769, 45.03980535990504]	20250623120544															
meda_161				medicin_alps		Lysandre Journiac		6.4193993	45.039837	Com meda 152			[6.419399103009894, 45.03983611014543]	20250623121218															
meda_162				medicin_alps		Lysandre Journiac	Carex sempervirens 	6.419457	45.03981				[6.419456720726038, 45.03981134464948]	20250623122039															
meda_163				medicin_alps		Lysandre Journiac		6.419464	45.03982	Com 146			[6.419464044749582, 45.039821938938296]	20250623122330															
meda_164				medicin_alps		Lysandre Journiac	Carex sempervirens 	6.4191537	45.039825				[6.419153607032063, 45.0398269760644]	20250623123300															
meda_165				medicin_alps		Lysandre Journiac		6.419371	45.03983	Com 142			[6.419371343095475, 45.03983043123717]	20250623123503															
meda_166				medicin_alps		Lysandre Journiac	Carex sempervirens 	6.4194083	45.039814				[6.419408257767787, 45.0398155344748]	20250623124155															
meda_167				medicin_alps		Lysandre Journiac		6.4193864	45.039845	Com 137			[6.419386561762314, 45.039842669216455]	20250623124333															
meda_168				medicin_alps		Lysandre Journiac	Carex sempervirens 	6.419309	45.039875				[6.419308992119224, 45.03987384197781]	20250623125102															
meda_169				medicin_alps		Lysandre Journiac		6.419217	45.039894	Com 149			[6.419217274598647, 45.03989279150804]	20250623125245															
meda_170				medicin_alps		Lysandre Journiac	Carex sempervirens 	6.419117	45.039886				[6.419116812026234, 45.0398875033488]	20250623130301															
meda_171				medicin_alps		Lysandre Journiac		6.4191136	45.039898	Com 139			[6.419113767541101, 45.039897864355446]	20250623130526															
meda_172				medicin_alps		Lysandre Journiac	Carex sempervirens 	6.4190345	45.039974				[6.419034319188655, 45.03997548986261]	20250623132453															
meda_173				medicin_alps		Lysandre Journiac		6.419039	45.039967	Com 144			[6.419038702833468, 45.03996710454599]	20250623132708															
meda_174				medicin_alps		Lysandre Journiac	Carex sempervirens 	6.4190035	45.040047				[6.419003418288707, 45.04004513468499]	20250623133529															
meda_175				medicin_alps		Lysandre Journiac		6.418991	45.040028	Com 151			[6.418990995022927, 45.04002695437511]	20250623133729															
meda_176				medicin_alps		Lysandre Journiac	Carex sempervirens 	6.419243	45.039963				[6.419242962480236, 45.0399616507249]	20250623134609															
meda_177				medicin_alps		Lysandre Journiac		6.419268	45.039967	Com 136			[6.419268146465908, 45.03996824264673]	20250623134848															
meda_178				medicin_alps		Lysandre Journiac	Carex sempervirens 	6.419055	45.040047				[6.419054786965441, 45.04004790729865]	20250623135613															
meda_179				medicin_alps		Lysandre Journiac		6.4190636	45.040028	Com 147			[6.419063341189253, 45.04002593097682]	20250623135752															
meda_180				medicin_alps		Lysandre Journiac	Geum montanum 	6.41941	45.039776				[6.419409995177916, 45.03977507904671]	20250623121236															
meda_181				medicin_alps		Lysandre Journiac		6.41941	45.039776	Com 157			[6.419409995177916, 45.03977507904671]	20250623121524															
meda_182				medicin_alps		Lysandre Journiac	Geum montanum 	6.4193816	45.03986				[6.419381661844533, 45.03986007904671]	20250623122229															
meda_183				medicin_alps		Lysandre Journiac		6.4193616	45.03984	Com 159			[6.419361661844508, 45.03984174571339]	20250623122526															
meda_184				medicin_alps		Lysandre Journiac	Geum montanum 	6.41927	45.03985				[6.419269995177716, 45.039846745713405]	20250623123150															
meda_185				medicin_alps		Lysandre Journiac		6.4192915	45.03985	Com 160			[6.41929166184441, 45.03984841238003]	20250623123349															
meda_186				medicin_alps		Lysandre Journiac	Geum montanum 	6.4192867	45.039852				[6.419286662808857, 45.03985172990404]	20250623124056															
meda_187				medicin_alps		Lysandre Journiac		6.4192867	45.039852				[6.419286662808857, 45.03985172990404]	20250623124252															
meda_188				medicin_alps		Lysandre Journiac	Geum montanum 	6.4191484	45.03991				[6.419148329475365, 45.03990839657072]	20250623124945															
meda_189				medicin_alps		Lysandre Journiac		6.419155	45.039886	Com 164			[6.41915508225814, 45.03988669126712]	20250623125252															
meda_190				medicin_alps		Lysandre Journiac	Geum montanum 	6.4191036	45.039932				[6.419103411191118, 45.03993336430671]	20250623125758															
meda_191				medicin_alps		Lysandre Journiac		6.4191036	45.039932	Com 166			[6.419103411191118, 45.03993336430671]	20250623125937															
meda_192				medicin_alps		Lysandre Journiac	Geum montanum 	6.4190416	45.039967				[6.419041744524466, 45.039968364306766]	20250623131111															
meda_193				medicin_alps		Lysandre Journiac		6.419085	45.039967	Com 168			[6.419085077857827, 45.03996836430674]	20250623131256															
meda_194				medicin_alps		Lysandre Journiac	Geum montanum 	6.4189935	45.04002				[6.418993411191179, 45.0400183643068]	20250623132011															
meda_195				medicin_alps		Lysandre Journiac		6.419015	45.04004	Com 171			[6.419015077857871, 45.04003836430675]	20250623132214															
meda_196				medicin_alps		Lysandre Journiac	Geum montanum 	6.419282	45.0399				[6.419281744524508, 45.03990336430658]	20250623133058															
meda_197				medicin_alps		Lysandre Journiac		6.419282	45.0399	Com 172			[6.419281744524508, 45.03990336430658]	20250623133423															
meda_198				medicin_alps		Lysandre Journiac	Geum montanum 	6.4193234	45.0399				[6.419323411191194, 45.039900030973214]	20250623133758															
meda_199				medicin_alps		Lysandre Journiac		6.41932	45.039898	Com 174			[6.419320077857848, 45.03989669763988]	20250623134006															
meda_200				medicin_alps		Loic Chalmandrier	Potentilla crantzii	6.4194174	45.039803				[6.419417230288803, 45.03980366029824]	20250624103856															
meda_201				medicin_alps		Loic Chalmandrier		6.419424	45.039814	Com 196			[6.4194240086578, 45.0398154596788]	20250624104059															
meda_202				medicin_alps		Loic Chalmandrier	Potentilla crantzii	6.419393	45.03986				[6.419393036342119, 45.03986154847978]	20250624104632															
meda_203				medicin_alps		Loic Chalmandrier		6.4193945	45.039833	Com 198			[6.419394482079062, 45.03983189973351]	20250624105026															
meda_204				medicin_alps		Loic Chalmandrier	Potentilla crantzii	6.4194226	45.039837				[6.419422766809636, 45.039836648891686]	20250624105622															
meda_205				medicin_alps		Loic Chalmandrier		6.419376	45.03985	Com 200			[6.419375736181487, 45.039848467877206]	20250624105836															
meda_206				medicin_alps		Loic Chalmandrier	Potentilla crantzii	6.4194202	45.039852				[6.419420017633321, 45.03985251656621]	20250624110551															
meda_207				medicin_alps		Loic Chalmandrier		6.4194174	45.039852	Com 202			[6.419417510618743, 45.03985381290296]	20250624110815															
meda_208				medicin_alps		Loic Chalmandrier	Potentilla crantzii	6.4193087	45.039883				[6.419308428953953, 45.03988224480384]	20250624111318															
meda_209				medicin_alps		Loic Chalmandrier		6.4193063	45.039875	Com 204			[6.419306479347458, 45.03987568601762]	20250624111506															
meda_210				medicin_alps		Loic Chalmandrier	Potentilla crantzii	6.419376	45.039886				[6.419375881117147, 45.039886074827486]	20250624112048															
meda_211				medicin_alps		Loic Chalmandrier		6.4193535	45.039886	Com 206			[6.41935343828558, 45.03988481187366]	20250624112250															
meda_212				medicin_alps		Loic Chalmandrier	Potentilla crantzii	6.419238	45.039886				[6.419238209499336, 45.03988540078839]	20250624113228															
meda_213				medicin_alps		Loic Chalmandrier		6.419216	45.03991	Com208			[6.419216200113323, 45.039911219616926]	20250624113431															
meda_214				medicin_alps		Loic Chalmandrier	Potentilla crantzii	6.419256	45.03993				[6.419256391694484, 45.03992742034716]	20250624114002															
meda_215				medicin_alps		Loic Chalmandrier		6.419263	45.039906	Com210			[6.419263115159972, 45.03990697621896]	20250624114236															
meda_216				medicin_alps		Loic Chalmandrier	Potentilla crantzii	6.4191623	45.039917				[6.419162269796379, 45.03991623791861]	20250624114723															
meda_217				medicin_alps		Loic Chalmandrier		6.419146	45.039894	Com212			[6.419145998780674, 45.03989273829527]	20250624114922															
meda_218				medicin_alps		Loic Chalmandrier	Potentilla crantzii	6.4192514	45.039917				[6.419251532372772, 45.03991578997525]	20250624115747															
meda_219				medicin_alps		Loic Chalmandrier		6.4192443	45.039913	Com 114			[6.419244458376066, 45.03991228002475]	20250624115956															
meda_220				medicin_alps		Loic Chalmandrier	Potentilla crantzii	6.4191017	45.039925				[6.419101511333657, 45.039926063256026]	20250624121814															
meda_221				medicin_alps		Loic Chalmandrier		6.4190683	45.039948	Com 236			[6.419068109592098, 45.039946687813135]	20250624121958															
meda_222				medicin_alps		Loic Chalmandrier	Potentilla crantzii	6.4191637	45.039932				[6.419163820994612, 45.039930923127926]	20250624122658															
meda_223				medicin_alps		Loic Chalmandrier		6.41916	45.039944	Com 238			[6.419159670138484, 45.03994518129768]	20250624122855															
meda_224				medicin_alps		Loic Chalmandrier	Potentilla crantzii	6.4190683	45.03997				[6.419068324072066, 45.0399698378509]	20250624123548															
meda_225				medicin_alps		Loic Chalmandrier		6.4190784	45.039978	Com 240			[6.41907850354046, 45.03997902863036]	20250624123720															
meda_226				medicin_alps		Loic Chalmandrier	Potentilla crantzii	6.419114	45.03998				[6.419113919191175, 45.03998306501543]	20250624124442															
meda_227				medicin_alps		Loic Chalmandrier		6.4191256	45.039967	Com 242			[6.419125550694444, 45.039966454824174]	20250624124646															
meda_228				medicin_alps		Loic Chalmandrier	Potentilla crantzii	6.419118	45.039974				[6.419117878433592, 45.039973381497965]	20250624125307															
meda_229				medicin_alps		Loic Chalmandrier		6.4190683	45.040024	Com244			[6.41906831659937, 45.0400252157996]	20250624125501															
meda_230				medicin_alps		Loic Chalmandrier	Potentilla crantzii	6.419104	45.039974				[6.419104096384688, 45.03997426838023]	20250624130048															
meda_231				medicin_alps		Loic Chalmandrier		6.4190903	45.039978	Com 246			[6.419090424166551, 45.03997814281627]	20250624130317															
meda_232				medicin_alps		Loic Chalmandrier	Potentilla crantzii	6.4192863	45.039936				[6.419286120584148, 45.03993726332634]	20250624130840															
meda_233				medicin_alps		Loic Chalmandrier		6.419256	45.03996	Com 248			[6.419256138016545, 45.039957251976574]	20250624131046															
meda_234				medicin_alps		Loic Chalmandrier	Potentilla crantzii	6.4192467	45.03997				[6.419246771631801, 45.03996924168358]	20250624131600															
meda_235				medicin_alps		Loic Chalmandrier		6.4192634	45.03998	Com 250			[6.419263390416569, 45.03998073099839]	20250624131730															
meda_236				medicin_alps		Loic Chalmandrier	Potentilla crantzii	6.4193954	45.039867				[6.419395587648013, 45.03986689363566]	20250624132237															
meda_237				medicin_alps		Loic Chalmandrier		6.4193635	45.039898	Com 252			[6.419363500530595, 45.03989697563987]	20250624132449															
meda_238				medicin_alps		Loic Chalmandrier	Potentilla crantzii	6.419349	45.03992				[6.41934926826769, 45.03992188284868]	20250624132949															
meda_239				medicin_alps		Loic Chalmandrier		6.4193277	45.039932	Com 254			[6.419327965929098, 45.0399314147493]	20250624133434															
meda_240				medicin_alps		Loic Chalmandrier	Patzkea paniculata	6.4194145	45.03979				[6.4194147207705, 45.03979095276205]	20250624135330															
meda_241				medicin_alps		Loic Chalmandrier		6.419395	45.03979	Com 256			[6.419395143066317, 45.03979144255239]	20250624135530															
meda_242				medicin_alps		Loic Chalmandrier	Patzkea paniculata	6.419423	45.039856				[6.419422958940444, 45.03985713503697]	20250624140006															
meda_243				medicin_alps		Loic Chalmandrier		6.4194126	45.03986	Com 258			[6.419412570150749, 45.039858350426215]	20250624140126															
meda_244				medicin_alps		Loic Chalmandrier	Patzkea paniculata	6.4193554	45.039783				[6.419355516225473, 45.03978455750546]	20250624140725															
meda_245				medicin_alps		Loic Chalmandrier		6.419348	45.03981	Com 260			[6.419347976295834, 45.039808344540624]	20250624140934															
meda_246				medicin_alps		Loic Chalmandrier	Patzkea paniculata	6.4193616	45.03988				[6.419361710081665, 45.03987730984002]	20250624141757															
meda_247				medicin_alps		Loic Chalmandrier		6.419353	45.03987	Com 262			[6.419352798015768, 45.03987035164589]	20250624142039															
meda_248				medicin_alps		Loic Chalmandrier	Patzkea paniculata	6.419304	45.039864				[6.419304074303273, 45.03986234379702]	20250624142514															
meda_249				medicin_alps		Loic Chalmandrier		6.41925	45.039864	Com 264			[6.419250241328508, 45.03986277372919]	20250624142708															
meda_250				medicin_alps		Loic Chalmandrier	Patzkea paniculata	6.4193325	45.03986				[6.419332635389066, 45.03985985947387]	20250624143241															
meda_251				medicin_alps		Loic Chalmandrier		6.4193125	45.03987	Com 266			[6.419312449495665, 45.03987291316022]	20250624143425															
meda_252				medicin_alps		Loic Chalmandrier	Patzkea paniculata	6.4192386	45.039886				[6.419238595000556, 45.03988773850563]	20250624143739															
meda_253				medicin_alps		Loic Chalmandrier		6.419189	45.03986	Com 268			[6.4191891600958, 45.03986078457133]	20250624144042															
meda_254				medicin_alps		Loic Chalmandrier	Patzkea paniculata	6.4192348	45.039875				[6.419234530026817, 45.0398758406799]	20250624144721															
meda_255				medicin_alps		Loic Chalmandrier		6.4192357	45.03991	Com 270			[6.419235943221914, 45.03991122938954]	20250624144910															
meda_256				medicin_alps		Loic Chalmandrier	Patzkea paniculata	6.419168	45.039898				[6.41916814893323, 45.03989601814827]	20250624145233															
meda_257				medicin_alps		Loic Chalmandrier		6.419164	45.039906	Com 272			[6.419164172979837, 45.0399051502671]	20250624145600															
meda_258				medicin_alps		Loic Chalmandrier	Patzkea paniculata	6.4191375	45.039913				[6.419137243759749, 45.03991487125532]	20250624145932															
meda_259				medicin_alps		Loic Chalmandrier		6.4191546	45.03994	Com 274			[6.419154463631179, 45.03994052510282]	20250624150313															
meda_260				medicin_alps		Lysandre Journiac	Bistorta vivipara	6.419225	45.04002				[6.419225395620599, 45.04002007343723]	20250624103551															
meda_261				medicin_alps		Lysandre Journiac		6.419225	45.04002	Com 176			[6.419225395620599, 45.04002007343723]	20250624103840															
meda_262				medicin_alps		Lysandre Journiac	Bistorta vivipara	6.419433	45.039856				[6.419433333333333, 45.03985499999997]	20250624104548															
meda_263				medicin_alps		Lysandre Journiac		6.4194183	45.03983				[6.419418333333334, 45.03982833333333]	20250624104718															
meda_264				medicin_alps		Lysandre Journiac	Bistorta vivipara	6.419365	45.039845				[6.419364999999998, 45.03984333333332]	20250624105132															
meda_265				medicin_alps		Lysandre Journiac		6.41937	45.039856				[6.419369999999999, 45.03985666666665]	20250624105332															
meda_266				medicin_alps		Lysandre Journiac	Bistorta vivipara	6.419355	45.039886				[6.419354999999999, 45.03988499999999]	20250624110105															
meda_267				medicin_alps		Lysandre Journiac		6.41935	45.03988	Com 182			[6.419349999999999, 45.03987833333332]	20250624110242															
meda_268				medicin_alps		Lysandre Journiac	Bistorta vivipara	6.419258	45.039883				[6.419258333333333, 45.03988166666666]	20250624110812															
meda_269				medicin_alps		Lysandre Journiac		6.419295	45.03986	Com 184			[6.419294999999998, 45.039858333333314]	20250624110914															
