original_sample_id	ms_container_id	extraction_container_id	original_sample_container_id	qfield_project	field_collector_fullname	field_taxon_name	field_latitude	field_longitude	field_comment_eco	field_weather	field_sample_name	field_geometry_coordinates	field_date	extraction_dried_weight	extraction_solvent_volume	extraction_dried_weight_unit_symbol	extraction_solvent_volume_unit_symbol	extraction_method_method_name	aliquot_aliquot_volume	aliquot_volume_unit_symbol	ms_filename	ms_injection_volume	ms_injection_volume_unit_symbol	ms_injection_method_method_name	ms_instrument_instrument_id	ms_instrument_model_instrument_model	ms_instrument_location_room_name	watcher_exact_filename_match	profile_mode	profiled_positive	profiled_negative	profiled_any	metadata_lineage_row_count	resolved_taxon_input_name	resolved_taxon_canonical	resolved_taxon_id	resolved_taxon_scientific_name	resolved_taxon_matched_name	resolved_taxon_current_name	resolved_taxon_synonym	resolved_taxon_source_id	resolved_taxon_source_title	resolved_taxon_kind	resolved_taxon_sort_score	resolved_taxon_match_type	resolved_taxon_edit_distance	resolved_taxon_classification_path	resolved_taxon_kingdom	resolved_taxon_phylum	resolved_taxon_class	resolved_taxon_order	resolved_taxon_family	resolved_taxon_genus
dbgi_003141	dbgi_003141_01_01	dbgi_003141_01	dbgi_003141	jbuf			7.156466	46.792767			Ruscus aculeatus L.	[7.15646587381634, 46.79276826222016]		49.7	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_003141_01_01; 20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_003141_01_01	1	µl	20250319_PMA_C18_DDA_pos; 20250319_PMA_C18_DDA_neg	inst_000002	LC-MS QExactive HFX	0.308	False	both	true	true	true	2	Ruscus aculeatus L.	Ruscus aculeatus	4TR9P	Ruscus aculeatus L.	Ruscus aculeatus L.	Ruscus aculeatus L.	false	1	Catalogue of Life	BestMatch	9.42329	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Asparagaceae|Ruscus|Ruscus aculeatus	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Ruscus
dbgi_003142	dbgi_003142_01_01	dbgi_003142_01	dbgi_003142	jbuf			7.1548786	46.793198			Peperomia serpens C. DC.	[7.154878501688638, 46.79319612057253]		50.8	1700	mg	µl	MeOH/H2O	120	µl	202404191203_HC_dbgi_003142_01_01; 202404251608_EB_dbgi_003142_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos; 100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	False	both	true	true	true	2	Peperomia serpens C. DC.	Peperomia serpens	76R22	Peperomia serpens C. DC.	Peperomia serpens C.DC.	Peperomia dimota Trel. & Yunck.	true	1	Catalogue of Life	BestMatch	9.42295	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Piperales|Piperaceae|Piperoideae|Peperomia|Peperomia dimota	Plantae	Tracheophyta	Magnoliopsida	Piperales	Piperaceae	Peperomia
dbgi_003143	dbgi_003143_01_01	dbgi_003143_01	dbgi_003143	jbuf			7.1548862	46.793198			Ficus vogelii Miq.	[7.154886323488119, 46.79319637353183]		50.2	1700	mg	µl	MeOH/H2O	120	µl	202404191203_HC_dbgi_003143_01_01; 202404251608_EB_dbgi_003143_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos; 100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	False	both	true	true	true	2	Ficus vogelii Miq.	Ficus vogelii	6HZC7	Ficus vogelii Miq.	Ficus vogelii (Miq.) Miq.	Ficus lutea Vahl	true	1	Catalogue of Life	BestMatch	9.42295	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Rosales|Moraceae|Ficeae|Ficus|Ficus lutea	Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	Ficus
dbgi_003144	dbgi_003144_01_01	dbgi_003144_01	dbgi_003144	jbuf			7.154884	46.793198			Peperomia maculosa Hook.	[7.154883680235643, 46.793197458715966]		51	1700	mg	µl	MeOH/H2O	120	µl	202404191203_HC_dbgi_003144_01_01; 202404251608_EB_dbgi_003144_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos; 100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	False	both	true	true	true	2	Peperomia maculosa Hook.	Peperomia maculosa	772YZ	Peperomia maculosa Hook.	Peperomia maculosa (L.) Hook.	Peperomia maculosa (L.) Hook.	false	1	Catalogue of Life	BestMatch	9.42053	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Piperales|Piperaceae|Piperoideae|Peperomia|Peperomia maculosa	Plantae	Tracheophyta	Magnoliopsida	Piperales	Piperaceae	Peperomia
dbgi_003145		dbgi_003145_01	dbgi_003145	jbuf			7.1564674	46.792732			Rosa pendulina L.	[7.156467541888665, 46.79273258902448]		51.8	1500	mg	µl	MeOH/H2O	125	µl										false	false	false	1	Rosa pendulina L.	Rosa pendulina	4TDS2	Rosa pendulina L.	Rosa pendulina L.	Rosa pendulina L.	false	1	Catalogue of Life	BestMatch	9.42329	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Rosales|Rosaceae|Rosoideae|Roseae|Rosa|Rosa pendulina	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosa
dbgi_003146		dbgi_003146_01	dbgi_003146	jbuf			7.1565247	46.79281			Stachys alpina L.	[7.156524617119293, 46.79280994742352]		48.6	1500	mg	ml	MeOH/H2O	125	µl										false	false	false	1	Stachys alpina L.	Stachys alpina	4ZFB6	Stachys alpina L.	Stachys alpina L.	Stachys alpina L.	false	1	Catalogue of Life	BestMatch	9.42329	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Lamiaceae|Lamioideae|Stachydeae|Stachys|Stachys alpina	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Stachys
dbgi_003151	dbgi_003151_01_01	dbgi_003151_01	dbgi_003151	jbuf	Pierre-Marie Allard	Lycopersicon esculentum Mill.	7.1565866	46.79255				[7.156586452142343, 46.79254947973799]	20240625142356	50	1000	mg	µl	MeOH/H2O	200	µl	202406251749_PMA_dbgi_003151_01_01; 202406251802_PMA_dbgi_003151_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos; 100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	False	both	true	true	true	2	Lycopersicon esculentum Mill.	Lycopersicon esculentum	3WLP6	Lycopersicon esculentum Mill.	Lycopersicon esculentum Mill.	Solanum lycopersicum L.	true	1	Catalogue of Life	BestMatch	9.42295	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Solanales|Solanaceae|Solanoideae|Solaneae|Solanum|Solanum lycopersicum	Plantae	Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Lycopersicon
dbgi_003152	dbgi_003152_01_01	dbgi_003152_01	dbgi_003152	jbuf			7.1549616	46.793194			Calathea lietzei E. Morren	[7.154961365280903, 46.7931920390041]		48.8	1700	mg	µl	MeOH/H2O	120	µl	202404191203_HC_dbgi_003152_01_01; 202404251608_EB_dbgi_003152_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos; 100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	False	both	true	true	true	2	Calathea lietzei E. Morren	Calathea lietzei	PFZX	Calathea lietzei E. Morren	Calathea lietzei É.Morren	Goeppertia lietzei (É.Morren) Saka	true	1	Catalogue of Life	BestMatch	9.42295	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Zingiberales|Marantaceae|Goeppertia|Goeppertia lietzei	Plantae	Tracheophyta	Liliopsida	Zingiberales	Marantaceae	Calathea
dbgi_003153		dbgi_003153_01	dbgi_003153	jbuf		Thymus herba-barona Loisel.	7.1565676	46.793056				[7.1565674901142, 46.79305684368783]		49.2	1500	mg	µl	MeOH/H2O	125	µl										false	false	false	1	Thymus herba-barona Loisel.	Thymus herba-barona	7C9DW	Thymus herba-barona Loisel.	Thymus herba-barona Loisel.	Thymus herba-barona Loisel.	false	1	Catalogue of Life	BestMatch	9.42329	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Lamiaceae|Nepetoideae|Mentheae|Menthinae|Thymus|Thymus herba-barona	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus
dbgi_003154	dbgi_003154_01_01	dbgi_003154_01	dbgi_003154	jbuf	Pierre-Marie Allard	Datura stramonium L. var. stramonium	7.156672	46.792538				[7.156672067625027, 46.792536830834685]	20240625141826	50	1000	mg	µl	MeOH/H2O	200	µl	202406251749_PMA_dbgi_003154_01_01; 202406251802_PMA_dbgi_003154_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos; 100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	False	both	true	true	true	2	Datura stramonium L. var. stramonium	Datura stramonium	34B7C	Datura stramonium L. var. stramonium	Datura stramonium L.	Datura stramonium L.	false	1	Catalogue of Life	BestMatch	8.63917	PartialExact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Solanales|Solanaceae|Solanoideae|Datureae|Datura|Datura stramonium	Plantae	Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Datura
dbgi_003155	dbgi_003155_01_01	dbgi_003155_01	dbgi_003155	jbuf	Emmanuel Defossez	Rubus idaeus L. 'Autumn Bliss'	7.157231	46.79254				[7.157230866846143, 46.79254092681101]	20240625135158	53	1000	mg	µl	MeOH/H2O	200	µl	202406251749_PMA_dbgi_003155_01_01; 202406251802_PMA_dbgi_003155_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos; 100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	False	both	true	true	true	2	Rubus idaeus L. 'Autumn Bliss'	Rubus idaeus	4TKGB	Rubus idaeus L. 'Autumn Bliss'	Rubus idaeus L.	Rubus idaeus L.	false	1	Catalogue of Life	BestMatch	9.42329	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Rosales|Rosaceae|Rosoideae|Rubeae|Rubus|Rubus idaeus	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus
dbgi_003157	dbgi_003157_01_01	dbgi_003157_01	dbgi_003157	jbuf			7.1549582	46.79319			Fittonia gigantea Andr	[7.154958165683389, 46.793190843951166]		51.1	1700	mg	µl	MeOH/H2O	120	µl	202404191203_HC_dbgi_003157_01_01; 202404251608_EB_dbgi_003157_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos; 100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	False	both	true	true	true	2	Fittonia gigantea Andr	Fittonia gigantea	6J6YR	Fittonia gigantea Andr	Fittonia gigantea Linden	Fittonia gigantea Linden	false	1	Catalogue of Life	BestMatch	9.40932	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Acanthaceae|Acanthoideae|Justicieae|Tetrameriinae|Fittonia|Fittonia gigantea	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Acanthaceae	Fittonia
dbgi_003158		dbgi_003158_01	dbgi_003158	jbuf			7.1565065	46.79273			Centaurea montana L.	[7.156506344972303, 46.79272849703387]		50.2	1500	mg	ml	MeOH/H2O	125	µl										false	false	false	1	Centaurea montana L.	Centaurea montana	S6ZL	Centaurea montana L.	Centaurea montana L.	Centaurea montana L.	false	1	Catalogue of Life	BestMatch	9.42329	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Carduoideae|Cardueae|Centaureinae|Centaurea|Centaurea montana	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Centaurea
dbgi_003160				jbuf			7.1564445	46.79274			Pinus cembra L.	[7.156444711814997, 46.79274164517144]																		false	false	false	1	Pinus cembra L.	Pinus cembra	4J24H	Pinus cembra L.	Pinus cembra L.	Pinus cembra L.	false	1	Catalogue of Life	BestMatch	9.42329	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Pinopsida|Pinidae|Pinales|Pinaceae|Pinus|Pinus cembra	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus
dbgi_003161		dbgi_003161_01	dbgi_003161	jbuf		Malva sylvestris L.	7.156428	46.793022				[7.156427805727276, 46.79302200538569]		49	1500	mg	µl	MeOH/H2O	125	µl										false	false	false	1	Malva sylvestris L.	Malva sylvestris	3XRCL	Malva sylvestris L.	Malva sylvestris L.	Malva sylvestris L.	false	1	Catalogue of Life	BestMatch	9.42329	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malvales|Malvaceae|Malvoideae|Malveae|Malvinae|Malva|Malva sylvestris	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Malva
dbgi_003162	dbgi_003162_01_01	dbgi_003162_01	dbgi_003162	jbuf			7.1549354	46.79319			aaunknown	[7.154935393198527, 46.79318954327067]		50.4	1700	mg	µl	MeOH/H2O	120	µl	202404191203_HC_dbgi_003162_01_01; 202404251608_EB_dbgi_003162_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos; 100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	False	both	true	true	true	2																				
dbgi_003163	dbgi_003163_01_01	dbgi_003163_01	dbgi_003163	jbuf			7.157374	46.792294			Malus pumila var. paradisiaca (L.) C.K. Schneid.	[7.157373676668127, 46.79229346763077]		52.2	1700	mg	µl	MeOH/H2O	120	µl	202404241651_EB_dbgi_003163_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos	inst_000001	LC-MS QExactive Plus	0.308	False	positive	true	false	true	1	Malus pumila var. paradisiaca (L.) C.K. Schneid.	Malus pumila var. paradisiaca	BQ77N	Malus pumila var. paradisiaca (L.) C.K. Schneid.	Malus pumila var. paradisiaca (L.) C.K.Schneid.	Malus domestica (Suckow) Borkh.	true	1	Catalogue of Life	BestMatch	9.57077	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Rosales|Rosaceae|Amygdaloideae|Maleae|Malinae|Malus|Malus domestica	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Malus
dbgi_003164	dbgi_003164_01_01	dbgi_003164_01	dbgi_003164	jbuf	Pierre-Marie Allard	Glaucium flavum Crantz	7.1564975	46.79247				[7.156497673645488, 46.79246765491008]	20240625141250	49	1000	mg	µl	MeOH/H2O	200	µl	202406251749_PMA_dbgi_003164_01_01; 202406251802_PMA_dbgi_003164_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos; 100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	False	both	true	true	true	2	Glaucium flavum Crantz	Glaucium flavum	6KGMW	Glaucium flavum Crantz	Glaucium flavum Crantz	Glaucium flavum Crantz	false	1	Catalogue of Life	BestMatch	9.42329	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Papaveraceae|Papaveroideae|Chelidonieae|Glaucium|Glaucium flavum	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Papaveraceae	Glaucium
dbgi_003167	dbgi_003167_01_01	dbgi_003167_01	dbgi_003167	jbuf			7.1549582	46.793198			Schaueria flavicoma N.E. Br.	[7.154958383209434, 46.79319605593732]		49.4	1700	mg	µl	MeOH/H2O	120	µl	202404191203_HC_dbgi_003167_01_01; 202404251608_EB_dbgi_003167_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos; 100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	False	both	true	true	true	2	Schaueria flavicoma N.E. Br.	Schaueria flavicoma	4V67B	Schaueria flavicoma N.E. Br.	Schaueria flavicoma (Lindl.) N.E.Br.	Schaueria calytricha (Hook.) A.L.A.Côrtes	true	1	Catalogue of Life	BestMatch	9.42019	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Acanthaceae|Acanthoideae|Justicieae|Tetrameriinae|Schaueria|Schaueria calytricha	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Acanthaceae	Schaueria
dbgi_003168	dbgi_003168_01_01	dbgi_003168_01	dbgi_003168	jbuf			7.1565723	46.79274			Polygonatum multiflorum (L.) All.	[7.156572511131074, 46.79274032750906]		50	1500	mg	µl	MeOH/H2O	120	µl	20250724_103036_CVOL_20250319_PMA_C18_DDA_pos_dbgi_003168_01_01; 20250724_103036_CVOL_20250319_PMA_C18_DDA_neg_dbgi_003168_01_01	1	µl	20250319_PMA_C18_DDA_pos; 20250319_PMA_C18_DDA_neg	inst_000002	LC-MS QExactive HFX	0.308	False	both	true	true	true	2	Polygonatum multiflorum (L.) All.	Polygonatum multiflorum	6VTVC	Polygonatum multiflorum (L.) All.	Polygonatum multiflorum (L.) All.	Polygonatum multiflorum (L.) All.	false	1	Catalogue of Life	BestMatch	9.42329	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Asparagaceae|Polygonatum|Polygonatum multiflorum	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Polygonatum
dbgi_003169	dbgi_003169_01_02	dbgi_003169_01	dbgi_003169	jbuf			7.157307	46.792477			Prunus cerasifera Ehrh.	[7.157306945949332, 46.79247498358547]		50.9	1700	mg	µl	MeOH/H2O	120	µl	202404241651_EB_dbgi_003169_01_02	2	µl	100mm_C18_15min_DDA_ELON_pos	inst_000001	LC-MS QExactive Plus	0.308	False	positive	true	false	true	2	Prunus cerasifera Ehrh.	Prunus cerasifera	4N8QW	Prunus cerasifera Ehrh.	Prunus cerasifera Ehrh.	Prunus cerasifera Ehrh.	false	1	Catalogue of Life	BestMatch	9.42329	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Rosales|Rosaceae|Amygdaloideae|Amygdaleae|Prunus|Prunus cerasifera	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Prunus
dbgi_003172		dbgi_003172_01	dbgi_003172	jbuf			7.1564393	46.79279			Lonicera nigra L.	[7.156439444903961, 46.792788168532994]		49.1	1500	mg	ml	MeOH/H2O	125	µl										false	false	false	1	Lonicera nigra L.	Lonicera nigra	3VZCV	Lonicera nigra L.	Lonicera nigra L.	Lonicera nigra L.	false	1	Catalogue of Life	BestMatch	9.42329	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Dipsacales|Caprifoliaceae|Caprifolioideae|Lonicera|Lonicera nigra	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Lonicera
dbgi_003173	dbgi_003173_01_01	dbgi_003173_01	dbgi_003173	jbuf			7.157357	46.792393			Prunus padus subsp. petraea Domin	[7.157357332582682, 46.79239382786685]		51.4	1700	mg	µl	MeOH/H2O	120	µl	202404241651_EB_dbgi_003173_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos	inst_000001	LC-MS QExactive Plus	0.308	False	positive	true	false	true	1	Prunus padus subsp. petraea Domin	Prunus padus subsp. petraea	BQBX9	Prunus padus subsp. petraea Domin	Prunus padus subsp. petraea (Tausch) Domin	Prunus padus var. petraea (Tausch) R.Uechtr.	true	1	Catalogue of Life	BestMatch	9.56881	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Rosales|Rosaceae|Amygdaloideae|Amygdaleae|Prunus|Prunus padus|Prunus padus petraea	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Prunus
dbgi_003178		dbgi_003178_01	dbgi_003178	jbuf		Equisetum arvense L.	7.1563888	46.793026				[7.156388975811509, 46.79302455723958]		49.1	1500	mg	µl	MeOH/H2O	125	µl										false	false	false	1	Equisetum arvense L.	Equisetum arvense	6FYFR	Equisetum arvense L.	Equisetum arvense L.	Equisetum arvense L.	false	1	Catalogue of Life	BestMatch	9.42329	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Polypodiopsida|Equisetales|Equisetaceae|Equisetum|Equisetum arvense	Plantae	Tracheophyta	Polypodiopsida	Equisetales	Equisetaceae	Equisetum
dbgi_003179	dbgi_003179_01_01	dbgi_003179_01	dbgi_003179	jbuf	Pierre-Marie Allard	Lamprocapnos spectabilis (L.) Fukuhara	7.156495	46.792465				[7.156495147668584, 46.79246567631875]	20240625140019	48	1000	mg	µl	MeOH/H2O	200	µl	202406251749_PMA_dbgi_003179_01_01; 202406251802_PMA_dbgi_003179_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos; 100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	False	both	true	true	true	2	Lamprocapnos spectabilis (L.) Fukuhara	Lamprocapnos spectabilis	3S42P	Lamprocapnos spectabilis (L.) Fukuhara	Lamprocapnos spectabilis (L.) Fukuhara	Lamprocapnos spectabilis (L.) Fukuhara	false	1	Catalogue of Life	BestMatch	9.42329	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Papaveraceae|Fumarioideae|Lamprocapneae|Lamprocapnos|Lamprocapnos spectabilis	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Papaveraceae	Lamprocapnos
dbgi_003180	dbgi_003180_01_01	dbgi_003180_01	dbgi_003180	jbuf	Emmanuel Defossez	Petunia integrifolia (Hook.) Schinz et Thell.	7.1567	46.792587				[7.156700289852578, 46.79258674744285]	20240625142337	48	1000	mg	µl	MeOH/H2O	200	µl	202406251749_PMA_dbgi_003180_01_01; 202406251802_PMA_dbgi_003180_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos; 100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	False	both	true	true	true	2	Petunia integrifolia (Hook.) Schinz et Thell.	Petunia integrifolia	76VWB	Petunia integrifolia (Hook.) Schinz et Thell.	Petunia integrifolia (Hook.) Schinz & Thell.	Petunia integrifolia (Hook.) Schinz & Thell.	false	1	Catalogue of Life	BestMatch	9.42329	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Solanales|Solanaceae|Petunioideae|Petunieae|Petunia|Petunia integrifolia	Plantae	Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Petunia
dbgi_003182		dbgi_003182_01	dbgi_003182	jbuf			7.1564717	46.792767			Ranunculus lanuginosus L.	[7.156471772200333, 46.79276809890517]		50.8	1500	mg	µl	MeOH/H2O	125	µl										false	false	false	1	Ranunculus lanuginosus L.	Ranunculus lanuginosus	4RGRM	Ranunculus lanuginosus L.	Ranunculus lanuginosus L.	Ranunculus lanuginosus L.	false	1	Catalogue of Life	BestMatch	9.42329	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculoideae|Ranunculeae|Ranunculus|Ranunculus lanuginosus	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus
dbgi_003185	dbgi_003185_01_01	dbgi_003185_01	dbgi_003185	jbuf	Emmanuel Defossez	Agrimonia eupatoria L.	7.157249	46.79255				[7.157249090846688, 46.79255100337638]	20240625134458	48	1000	mg	µl	MeOH/H2O	200	µl	202406251749_PMA_dbgi_003185_01_01; 202406251802_PMA_dbgi_003185_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos; 100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	False	both	true	true	true	2	Agrimonia eupatoria L.	Agrimonia eupatoria	B7GN	Agrimonia eupatoria L.	Agrimonia eupatoria L.	Agrimonia eupatoria L.	false	1	Catalogue of Life	BestMatch	9.42329	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Rosales|Rosaceae|Rosoideae|Agrimonieae|Agrimoniinae|Agrimonia|Agrimonia eupatoria	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Agrimonia
dbgi_003186	dbgi_003186_01_01	dbgi_003186_01	dbgi_003186	jbuf			7.157391	46.792263			Malus sylvestris (L) Mill.	[7.157390924783815, 46.792263837979895]		49.7	1700	mg	µl	MeOH/H2O	120	µl	202404241651_EB_dbgi_003186_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos	inst_000001	LC-MS QExactive Plus	0.308	False	positive	true	false	true	1	Malus sylvestris (L) Mill.	Malus sylvestris	3XQYH	Malus sylvestris (L) Mill.	Malus sylvestris Mill.	Malus sylvestris Mill.	false	1	Catalogue of Life	BestMatch	9.42053	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Rosales|Rosaceae|Amygdaloideae|Maleae|Malinae|Malus|Malus sylvestris	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Malus
dbgi_003187	dbgi_003187_01_01	dbgi_003187_01	dbgi_003187	jbuf	Pierre-Marie Allard	Glaucium flavum Crantz	7.156496	46.792477				[7.156495948333851, 46.79247651683258]	20240625140737	52	1000	mg	µl	MeOH/H2O	200	µl	202406251749_PMA_dbgi_003187_01_01; 202406251802_PMA_dbgi_003187_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos; 100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	False	both	true	true	true	2	Glaucium flavum Crantz	Glaucium flavum	6KGMW	Glaucium flavum Crantz	Glaucium flavum Crantz	Glaucium flavum Crantz	false	1	Catalogue of Life	BestMatch	9.42329	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Papaveraceae|Papaveroideae|Chelidonieae|Glaucium|Glaucium flavum	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Papaveraceae	Glaucium
dbgi_003188	dbgi_003188_01_01	dbgi_003188_01	dbgi_003188	jbuf		Galium odoratum (L.) Scop.	7.1565433	46.793045				[7.156543149053371, 46.79304432916805]		50.7	1.4	mg	ml	MeOH/H2O	120	µl	202505131015_CVOL_dbgi_003188_01_01; 20250812_142332_CVOL_20250319_PMA_C18_DDA_neg_dbgi_003188_01_01	1	µl	20250319_PMA_C18_DDA_pos; 20250319_PMA_C18_DDA_neg	inst_000002	LC-MS QExactive HFX	0.308	False	both	true	true	true	2	Galium odoratum (L.) Scop.	Galium odoratum	3F66X	Galium odoratum (L.) Scop.	Galium odoratum (L.) Scop.	Galium odoratum (L.) Scop.	false	1	Catalogue of Life	BestMatch	9.42329	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Rubiaceae|Rubioideae|Rubieae|Galiinae|Galium|Galium odoratum	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Galium
dbgi_003189		dbgi_003189_01	dbgi_003189	kew-botanical-gardens	Pierre-Marie Allard	Acacia cardiophylla	-0.29314643	51.47376				[-0.293146441774533, 51.473758467909576]	20250814181848	51.5		mg														false	false	false	1	Acacia cardiophylla	Acacia cardiophylla	8NXY	Acacia cardiophylla	Acacia cardiophylla A.Cunn. ex Benth.	Acacia cardiophylla A.Cunn. ex Benth.	false	1	Catalogue of Life	BestMatch	9.41215	Exact	0	Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Acacia|sect.|Acacia cardiophylla	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Acacia
