filename,extension,localisation_in_sciex_os_project,sample_id,attribute_species,sample_type,user_created,id,date_created,collector_fullname,observation_subject,inat_upload,is_wild,species_name,no_name_on_list,picture_panel,picture_general,picture_detail,picture_cut,picture_panel_label,collector_orcid,collector_inat,qfield_project,raw_date,rack,plate_position,comment,genus,family,ncbi_taxonomy_id,ionization_mode,file_type,injection,container_id,normalized_date,date_parse_status,filename_date_token
20261903_Mazz_Sample_drog_000519_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261903_Mazz_Sample_drog_000519_01,drog_000519,Tilia cordataartemisia,sample,053e0368-4ed8-4569-a070-81a22ad13957,74829,2026-01-29T15:12:58.765Z,Emmanuel Defossez,Leaf,true,true,Tilia cordataArtemisia_absinthium_L,false,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000519_01.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000369_02.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000519_03.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000519_04.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000519_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:58.765Z,2,C1,plate 4,Tilia,Malvaceae,64580,positive,sample,1,drog_000519_01,2026-01-29T15:12:58.765000+00:00,valid,20261903
20261903_Mazz_Sample_drog_000496_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261903_Mazz_Sample_drog_000496_01,drog_000496,Tilia cordatalinum,sample,053e0368-4ed8-4569-a070-81a22ad13957,74836,2026-01-29T15:12:59.019Z,Emmanuel Defossez,Seed,true,true,Tilia cordataLinum_usitatissimum_L,false,DCIM/droguier_jbn/Linum_usitatissimum_L_drog_000496_01.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000369_02.jpg,DCIM/droguier_jbn/Linum_usitatissimum_L_drog_000496_03.jpg,DCIM/droguier_jbn/Linum_usitatissimum_L_drog_000496_04.jpg,DCIM/droguier_jbn/Linum_usitatissimum_L_drog_000496_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:59.019Z,2,E2,plate 4,Tilia,Malvaceae,64580,positive,sample,1,drog_000496_01,2026-01-29T15:12:59.019000+00:00,valid,20261903
20262023_Mazz_Sample_drog_000493_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20262023_Mazz_Sample_drog_000493_01,drog_000493,Tilia cordatalinum,sample,053e0368-4ed8-4569-a070-81a22ad13957,74838,2026-01-29T15:12:59.102Z,Emmanuel Defossez,Seed,true,true,Tilia cordataLinum_usitatissimum_L,false,DCIM/droguier_jbn/Linum_usitatissimum_L_drog_000493_01.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000369_02.jpg,DCIM/droguier_jbn/Linum_usitatissimum_L_drog_000493_03.jpg,DCIM/droguier_jbn/Linum_usitatissimum_L_drog_000493_04.jpg,DCIM/droguier_jbn/Linum_usitatissimum_L_drog_000493_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:59.102Z,,,,Tilia,Malvaceae,64580,positive,sample,1,drog_000493_01,2026-01-29T15:12:59.102000+00:00,valid,20262023
20262023_Mazz_Sample_drog_000487_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20262023_Mazz_Sample_drog_000487_01,drog_000487,Tilia cordatafilipendula,sample,053e0368-4ed8-4569-a070-81a22ad13957,74839,2026-01-29T15:12:59.158Z,Emmanuel Defossez,Seed,true,true,Tilia cordataFilipendula_ulmaria_L_Maxim,false,DCIM/droguier_jbn/Filipendula_ulmaria_L_Maxim_drog_000487_01.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000369_02.jpg,DCIM/droguier_jbn/Filipendula_ulmaria_L_Maxim_drog_000487_03.jpg,DCIM/droguier_jbn/Filipendula_ulmaria_L_Maxim_drog_000487_04.jpg,DCIM/droguier_jbn/Filipendula_ulmaria_L_Maxim_drog_000487_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:59.158Z,,,,Tilia,Malvaceae,64580,positive,sample,1,drog_000487_01,2026-01-29T15:12:59.158000+00:00,valid,20262023
20261803_Mazz_Sample_drog_000484_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261803_Mazz_Sample_drog_000484_01,drog_000484,Tilia cordatalinum,sample,053e0368-4ed8-4569-a070-81a22ad13957,74834,2026-01-29T15:12:58.942Z,Emmanuel Defossez,Seed,true,true,Tilia cordataLinum_usitatissimum_L,false,DCIM/droguier_jbn/Linum_usitatissimum_L_drog_000484_01.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000369_02.jpg,DCIM/droguier_jbn/Linum_usitatissimum_L_drog_000484_03.jpg,DCIM/droguier_jbn/Linum_usitatissimum_L_drog_000484_04.jpg,DCIM/droguier_jbn/Linum_usitatissimum_L_drog_000484_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:58.942Z,1,A7,plate 3,Tilia,Malvaceae,64580,positive,sample,1,drog_000484_01,2026-01-29T15:12:58.942000+00:00,valid,20261803
20261903_Mazz_Sample_drog_000431_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261903_Mazz_Sample_drog_000431_01,drog_000431,Tilia cordataartemisia,sample,053e0368-4ed8-4569-a070-81a22ad13957,74825,2026-01-29T15:12:58.576Z,Emmanuel Defossez,Leaf,true,true,Tilia cordataArtemisia_absinthium_L,false,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000431_01.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000369_02.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000431_03.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000431_04.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000431_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:58.576Z,2,C6,plate 4,Tilia,Malvaceae,64580,positive,sample,1,drog_000431_01,2026-01-29T15:12:58.576000+00:00,valid,20261903
20261803_Mazz_Sample_drog_000430_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261803_Mazz_Sample_drog_000430_01,drog_000430,Tilia cordatalinum,sample,053e0368-4ed8-4569-a070-81a22ad13957,74831,2026-01-29T15:12:58.841Z,Emmanuel Defossez,Seed,true,true,Tilia cordataLinum_usitatissimum_L,false,DCIM/droguier_jbn/Linum_usitatissimum_L_drog_000430_01.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000369_02.jpg,DCIM/droguier_jbn/Linum_usitatissimum_L_drog_000430_03.jpg,DCIM/droguier_jbn/Linum_usitatissimum_L_drog_000430_04.jpg,DCIM/droguier_jbn/Linum_usitatissimum_L_drog_000430_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:58.841Z,1,H4,plate 3,Tilia,Malvaceae,64580,positive,sample,1,drog_000430_01,2026-01-29T15:12:58.841000+00:00,valid,20261803
20261803_Mazz_Sample_drog_000401_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261803_Mazz_Sample_drog_000401_01,drog_000401,Tilia cordatalinum,sample,053e0368-4ed8-4569-a070-81a22ad13957,74832,2026-01-29T15:12:58.873Z,Emmanuel Defossez,Seed,true,true,Tilia cordataLinum_usitatissimum_L,false,DCIM/droguier_jbn/Linum_usitatissimum_L_drog_000401_01.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000369_02.jpg,DCIM/droguier_jbn/Linum_usitatissimum_L_drog_000401_03.jpg,DCIM/droguier_jbn/Linum_usitatissimum_L_drog_000401_04.jpg,DCIM/droguier_jbn/Linum_usitatissimum_L_drog_000401_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:58.873Z,1,B4,plate 3,Tilia,Malvaceae,64580,positive,sample,1,drog_000401_01,2026-01-29T15:12:58.873000+00:00,valid,20261803
20261603_Mazz_Sample_drog_000389_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261603_Mazz_Sample_drog_000389_01,drog_000389,Tilia cordataartemisia,sample,053e0368-4ed8-4569-a070-81a22ad13957,74820,2026-01-29T15:12:58.351Z,Emmanuel Defossez,Flower,true,true,Tilia cordataArtemisia_absinthium_L,false,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000389_01.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000369_02.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000389_03.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000389_04.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000389_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:58.351Z,1,B10,plate 1,Tilia,Malvaceae,64580,positive,sample,1,drog_000389_01,2026-01-29T15:12:58.351000+00:00,valid,20261603
20261803_Mazz_Sample_drog_000378_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261803_Mazz_Sample_drog_000378_01,drog_000378,Tilia cordataartemisia,sample,053e0368-4ed8-4569-a070-81a22ad13957,74824,2026-01-29T15:12:58.530Z,Emmanuel Defossez,Leaf,true,true,Tilia cordataArtemisia_absinthium_L,false,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000378_01.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000369_02.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000378_03.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000378_04.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000378_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:58.530Z,1,C11,plate 3,Tilia,Malvaceae,64580,positive,sample,1,drog_000378_01,2026-01-29T15:12:58.530000+00:00,valid,20261803
20262103_Mazz_Sample_drog_000377_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20262103_Mazz_Sample_drog_000377_01,drog_000377,Tilia cordatalinum,sample,053e0368-4ed8-4569-a070-81a22ad13957,74835,2026-01-29T15:12:58.975Z,Emmanuel Defossez,Seed,true,true,Tilia cordataLinum_usitatissimum_L,false,DCIM/droguier_jbn/Linum_usitatissimum_L_drog_000377_01.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000369_02.jpg,DCIM/droguier_jbn/Linum_usitatissimum_L_drog_000377_03.jpg,DCIM/droguier_jbn/Linum_usitatissimum_L_drog_000377_04.jpg,DCIM/droguier_jbn/Linum_usitatissimum_L_drog_000377_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:58.975Z,,,,Tilia,Malvaceae,64580,positive,sample,1,drog_000377_01,2026-01-29T15:12:58.975000+00:00,valid,20262103
20261703_Mazz_Sample_drog_000369_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000369_01,drog_000369,Tilia cordataartemisia,sample,053e0368-4ed8-4569-a070-81a22ad13957,74819,2026-01-29T15:12:58.291Z,Emmanuel Defossez,Flower,true,true,Tilia cordataArtemisia_absinthium_L,false,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000369_01.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000369_02.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000369_03.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000369_04.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000369_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:58.291Z,2,A1,plate 2,Tilia,Malvaceae,64580,positive,sample,1,drog_000369_01,2026-01-29T15:12:58.291000+00:00,valid,20261703
20261803_Mazz_Sample_drog_000368_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261803_Mazz_Sample_drog_000368_01,drog_000368,Tilia cordataartemisia,sample,053e0368-4ed8-4569-a070-81a22ad13957,74826,2026-01-29T15:12:58.625Z,Emmanuel Defossez,Leaf,true,true,Tilia cordataArtemisia_absinthium_L,false,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000368_01.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000369_02.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000368_03.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000368_04.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000368_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:58.625Z,1,B6,plate 3,Tilia,Malvaceae,64580,positive,sample,1,drog_000368_01,2026-01-29T15:12:58.625000+00:00,valid,20261803
20261803_Mazz_Sample_drog_000351_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261803_Mazz_Sample_drog_000351_01,drog_000351,Tilia cordataartemisia,sample,053e0368-4ed8-4569-a070-81a22ad13957,74823,2026-01-29T15:12:58.478Z,Emmanuel Defossez,Leaf,true,true,Tilia cordataArtemisia_absinthium_L,false,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000351_01.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000369_02.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000351_03.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000351_04.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000351_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:58.478Z,1,E3,plate 3,Tilia,Malvaceae,64580,positive,sample,1,drog_000351_01,2026-01-29T15:12:58.478000+00:00,valid,20261803
20261903_Mazz_Sample_drog_000350_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261903_Mazz_Sample_drog_000350_01,drog_000350,Tilia cordataartemisia,sample,053e0368-4ed8-4569-a070-81a22ad13957,74827,2026-01-29T15:12:58.677Z,Emmanuel Defossez,Leaf,true,true,Tilia cordataArtemisia_absinthium_L,false,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000350_01.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000369_02.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000350_03.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000350_04.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000350_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:58.677Z,2,A12,plate 4,Tilia,Malvaceae,64580,positive,sample,1,drog_000350_01,2026-01-29T15:12:58.677000+00:00,valid,20261903
20261603_Mazz_Sample_drog_000331_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261603_Mazz_Sample_drog_000331_01,drog_000331,Tilia cordataartemisia,sample,053e0368-4ed8-4569-a070-81a22ad13957,74822,2026-01-29T15:12:58.437Z,Emmanuel Defossez,Leaf,true,true,Tilia cordataArtemisia_absinthium_L,false,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000331_01.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000369_02.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000331_03.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000331_04.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000331_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:58.437Z,1,H10,plate 1,Tilia,Malvaceae,64580,positive,sample,1,drog_000331_01,2026-01-29T15:12:58.437000+00:00,valid,20261603
20261903_Mazz_Sample_drog_000321_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261903_Mazz_Sample_drog_000321_01,drog_000321,Tilia cordatalinum,sample,053e0368-4ed8-4569-a070-81a22ad13957,74837,2026-01-29T15:12:59.062Z,Emmanuel Defossez,Seed,true,true,Tilia cordataLinum_usitatissimum_L,false,DCIM/droguier_jbn/Linum_usitatissimum_L_drog_000321_01.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000369_02.jpg,DCIM/droguier_jbn/Linum_usitatissimum_L_drog_000321_03.jpg,DCIM/droguier_jbn/Linum_usitatissimum_L_drog_000321_04.jpg,DCIM/droguier_jbn/Linum_usitatissimum_L_drog_000321_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:59.062Z,2,F1,plate 4,Tilia,Malvaceae,64580,positive,sample,1,drog_000321_01,2026-01-29T15:12:59.062000+00:00,valid,20261903
20261903_Mazz_Sample_drog_000320_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261903_Mazz_Sample_drog_000320_01,drog_000320,Tilia cordatalinum,sample,053e0368-4ed8-4569-a070-81a22ad13957,74833,2026-01-29T15:12:58.908Z,Emmanuel Defossez,Seed,true,true,Tilia cordataLinum_usitatissimum_L,false,DCIM/droguier_jbn/Linum_usitatissimum_L_drog_000320_01.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000369_02.jpg,DCIM/droguier_jbn/Linum_usitatissimum_L_drog_000320_03.jpg,DCIM/droguier_jbn/Linum_usitatissimum_L_drog_000320_04.jpg,DCIM/droguier_jbn/Linum_usitatissimum_L_drog_000320_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:58.908Z,2,E1,plate 4,Tilia,Malvaceae,64580,positive,sample,1,drog_000320_01,2026-01-29T15:12:58.908000+00:00,valid,20261903
20261703_Mazz_Sample_drog_000310_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000310_01,drog_000310,Tilia cordataartemisia,sample,053e0368-4ed8-4569-a070-81a22ad13957,74830,2026-01-29T15:12:58.810Z,Emmanuel Defossez,Leaf,true,true,Tilia cordataArtemisia_absinthium_L,false,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000310_01.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000369_02.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000310_03.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000310_04.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000310_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:58.810Z,2,E12,plate 2,Tilia,Malvaceae,64580,positive,sample,1,drog_000310_01,2026-01-29T15:12:58.810000+00:00,valid,20261703
20261903_Mazz_Sample_drog_000309_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261903_Mazz_Sample_drog_000309_01,drog_000309,Tilia cordataartemisia,sample,053e0368-4ed8-4569-a070-81a22ad13957,74828,2026-01-29T15:12:58.721Z,Emmanuel Defossez,Leaf,true,true,Tilia cordataArtemisia_absinthium_L,false,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000309_01.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000369_02.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000309_03.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000309_04.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000309_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:58.721Z,2,E9,plate 4,Tilia,Malvaceae,64580,positive,sample,1,drog_000309_01,2026-01-29T15:12:58.721000+00:00,valid,20261903
20261603_Mazz_Sample_drog_000553_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261603_Mazz_Sample_drog_000553_01,drog_000553,Krameria lappaceajuniperus,sample,053e0368-4ed8-4569-a070-81a22ad13957,74761,2026-01-29T15:12:55.997Z,Emmanuel Defossez,Stems,true,true,Krameria lappaceaJuniperus_communis_L,false,DCIM/droguier_jbn/Juniperus_communis_L_drog_000553_01.jpg,DCIM/droguier_jbn/Juniperus_communis_L_drog_000418_02.jpg,DCIM/droguier_jbn/Juniperus_communis_L_drog_000553_03.jpg,DCIM/droguier_jbn/Juniperus_communis_L_drog_000553_04.jpg,DCIM/droguier_jbn/Juniperus_communis_L_drog_000553_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:55.997Z,1,E6,plate 1,Krameria,Krameriaceae,66688,positive,sample,1,drog_000553_01,2026-01-29T15:12:55.997000+00:00,valid,20261603
20261903_Mazz_Sample_drog_000538_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261903_Mazz_Sample_drog_000538_01,drog_000538,Krameria lappaceajuniperus,sample,053e0368-4ed8-4569-a070-81a22ad13957,74753,2026-01-29T15:12:55.694Z,Emmanuel Defossez,Fruit,true,true,Krameria lappaceaJuniperus_communis_L,false,DCIM/droguier_jbn/Juniperus_communis_L_drog_000538_01.jpg,DCIM/droguier_jbn/Juniperus_communis_L_drog_000418_02.jpg,DCIM/droguier_jbn/Juniperus_communis_L_drog_000538_03.jpg,DCIM/droguier_jbn/Juniperus_communis_L_drog_000538_04.jpg,DCIM/droguier_jbn/Juniperus_communis_L_drog_000538_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:55.694Z,2,D4,plate 4,Krameria,Krameriaceae,66688,positive,sample,1,drog_000538_01,2026-01-29T15:12:55.694000+00:00,valid,20261903
20261703_Mazz_Sample_drog_000452_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261703_Mazz_Sample_drog_000452_01,drog_000452,Krameria lappaceajuniperus,sample,053e0368-4ed8-4569-a070-81a22ad13957,74760,2026-01-29T15:12:55.953Z,Emmanuel Defossez,Stems,true,true,Krameria lappaceaJuniperus_communis_L,false,DCIM/droguier_jbn/Juniperus_communis_L_drog_000452_01.jpg,DCIM/droguier_jbn/Juniperus_communis_L_drog_000418_02.jpg,DCIM/droguier_jbn/Juniperus_communis_L_drog_000452_03.jpg,DCIM/droguier_jbn/Juniperus_communis_L_drog_000452_04.jpg,DCIM/droguier_jbn/Juniperus_communis_L_drog_000452_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:55.953Z,2,H2,plate 2,Krameria,Krameriaceae,66688,positive,sample,1,drog_000452_01,2026-01-29T15:12:55.953000+00:00,valid,20261703
20261603_Mazz_Sample_drog_000436_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261603_Mazz_Sample_drog_000436_01,drog_000436,Krameria lappaceajuniperus,sample,053e0368-4ed8-4569-a070-81a22ad13957,74472,2026-01-29T15:12:44.007Z,Emmanuel Defossez,Fruit,true,true,Krameria lappaceaJuniperus_communis_L,false,DCIM/droguier_jbn/Juniperus_communis_L_drog_000436_01.jpg,DCIM/droguier_jbn/Gentiana_lutea_L_drog_000333_02.jpg,DCIM/droguier_jbn/Juniperus_communis_L_drog_000436_03.jpg,DCIM/droguier_jbn/Juniperus_communis_L_drog_000436_04.jpg,DCIM/droguier_jbn/Juniperus_communis_L_drog_000436_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:44.007Z,1,D12,plate 1,Krameria,Krameriaceae,66688,positive,sample,1,drog_000436_01,2026-01-29T15:12:44.007000+00:00,valid,20261603
20261603_Mazz_Sample_drog_000423_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261603_Mazz_Sample_drog_000423_01,drog_000423,Krameria lappaceajuniperus,sample,053e0368-4ed8-4569-a070-81a22ad13957,74756,2026-01-29T15:12:55.818Z,Emmanuel Defossez,Fruit,true,true,Krameria lappaceaJuniperus_communis_L,false,DCIM/droguier_jbn/Juniperus_communis_L_drog_000423_01.jpg,DCIM/droguier_jbn/Juniperus_communis_L_drog_000418_02.jpg,DCIM/droguier_jbn/Juniperus_communis_L_drog_000423_03.jpg,DCIM/droguier_jbn/Juniperus_communis_L_drog_000423_04.jpg,DCIM/droguier_jbn/Juniperus_communis_L_drog_000423_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:55.818Z,1,D3,plate 1,Krameria,Krameriaceae,66688,positive,sample,1,drog_000423_01,2026-01-29T15:12:55.818000+00:00,valid,20261603
20261603_Mazz_Sample_drog_000421_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261603_Mazz_Sample_drog_000421_01,drog_000421,Krameria lappaceajuniperus,sample,053e0368-4ed8-4569-a070-81a22ad13957,74755,2026-01-29T15:12:55.774Z,Emmanuel Defossez,Fruit,true,true,Krameria lappaceaJuniperus_communis_L,false,DCIM/droguier_jbn/Juniperus_communis_L_drog_000421_01.jpg,DCIM/droguier_jbn/Juniperus_communis_L_drog_000418_02.jpg,DCIM/droguier_jbn/Juniperus_communis_L_drog_000421_03.jpg,DCIM/droguier_jbn/Juniperus_communis_L_drog_000421_04.jpg,DCIM/droguier_jbn/Juniperus_communis_L_drog_000421_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:55.774Z,1,E12,plate 1,Krameria,Krameriaceae,66688,positive,sample,1,drog_000421_01,2026-01-29T15:12:55.774000+00:00,valid,20261603
20261803_Mazz_Sample_drog_000418_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261803_Mazz_Sample_drog_000418_01,drog_000418,Krameria lappaceajuniperus,sample,053e0368-4ed8-4569-a070-81a22ad13957,74474,2026-01-29T15:12:44.106Z,Emmanuel Defossez,Fruit,true,true,Krameria lappaceaJuniperus_communis_L,false,DCIM/droguier_jbn/Juniperus_communis_L_drog_000418_01.jpg,DCIM/droguier_jbn/Juniperus_communis_L_drog_000418_02.jpg,DCIM/droguier_jbn/Juniperus_communis_L_drog_000418_03.jpg,DCIM/droguier_jbn/Juniperus_communis_L_drog_000418_04.jpg,DCIM/droguier_jbn/Juniperus_communis_L_drog_000418_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:44.106Z,1,E8,plate 3,Krameria,Krameriaceae,66688,positive,sample,1,drog_000418_01,2026-01-29T15:12:44.106000+00:00,valid,20261803
20261603_Mazz_Sample_drog_000411_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261603_Mazz_Sample_drog_000411_01,drog_000411,Krameria lappaceagentiana,sample,053e0368-4ed8-4569-a070-81a22ad13957,74471,2026-01-29T15:12:43.968Z,Emmanuel Defossez,Root,true,false,Krameria lappaceaGentiana_lutea_L,false,DCIM/droguier_jbn/Gentiana_lutea_L_drog_000411_01.jpg,DCIM/droguier_jbn/Gentiana_lutea_L_drog_000333_02.jpg,DCIM/droguier_jbn/Gentiana_lutea_L_drog_000411_03.jpg,DCIM/droguier_jbn/Gentiana_lutea_L_drog_000411_04.jpg,DCIM/droguier_jbn/Gentiana_lutea_L_drog_000411_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,2026-01-29T15:12:43.968Z,1,C6,plate 1,Krameria,Krameriaceae,66688,positive,sample,1,drog_000411_01,2026-01-29T15:12:43.968000+00:00,valid,20261603
